B22-I-alpha2,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,$\alpha = 2$,,,,BRO22,265,30,Hobbs 2005,2,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,1,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B22-J-alpha10,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,$\alpha = 10$,,,,BRO22,265,30,Hobbs 2005,10,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,1,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B22-K-optimisticCE,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,opt CE,,,,BRO22,265,30,Hobbs 2005,1,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),optimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,1,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B22-L-rapid,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,rapid SN,,,,BRO22,265,30,Hobbs 2005,1,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),pessimistic,standard,Nanjing,F12 rapid,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,1,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B22-M-max-mNS:2,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,"$m_{\rm{NS}} \leq 2\,M_{\odot} $",,,,BRO22,265,30,Hobbs 2005,1,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,1,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B22-N-max-mNS:3,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,"$m_{\rm{NS}} \leq 3\,M_{\odot} $",,,,BRO22,265,30,Hobbs 2005,1,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,1,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B22-O-noPISN,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,no PISN,,,,BRO22,265,30,Hobbs 2005,1,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,no PISN,zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,1,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B22-P-sigma:100,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,$\sigma = 100$,,,,BRO22,100,100,Hobbs 2005,1,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,1,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B22-Q-sigma:30,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,$\sigma = 30$,,,,BRO22,30,30,Hobbs 2005,1,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,1,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B22-R-noBHkick,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,no BH kick,,,,BRO22,0,0,Hobbs 2005,1,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,1,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B22-S-fWR:0-1,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,$f_{\rm{WR}} = 0.1$,,,,BRO22,265,30,Hobbs 2005,1,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,0.1,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B22-T-fWR:5,https://ui.adsabs.harvard.edu/abs/2021arXiv210302608B/abstract,2022,COMPAS,COMP,SSE,$f_{\rm{WR}} = 5$,,,,BRO22,265,30,Hobbs 2005,1,Standard CE energy formalism; αCE=1 is fiducial (Webbink 1984),thermal,specific AM of accreting star (Soberman et al. 1997),pessimistic,standard,Nanjing,F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),zeta prescription,non-conservative MT mass lost with specific orbital AM of accreting star (Soberman et al. 1997; van den Heuvel et al. 2017),TRUE,5,"Nanjing prescription: λ computed from polynomial fits to stellar structure as function of stellar type, mass, and radius (Xu & Li 2010a,b; Dominik et al. 2012). Includes internal energy (αth contribution). λ varies from ~0.01–10 depending on evolutionary state."
B21-alpha0-2,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$\alpha = 0.2$,,,,BA21,265,30,Hobbs 2005,0.2,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-alpha0-35,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$\alpha = 0.35$,,,,BA21,265,30,Hobbs 2005,0.35,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-alpha0-5,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$\alpha = 0.5$,,,,BA21,265,30,Hobbs 2005,0.5,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-alpha0-75,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$\alpha = 0.75$,,,,BA21,265,30,Hobbs 2005,0.75,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-alpha1,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$\alpha = 1$,,,,BA21,265,30,Hobbs 2005,1,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
B21-alpha2,https://arxiv.org/pdf/2010.16333,2021,POSYDON,POSY,hybrid,$\alpha = 2$,,,,BA21,265,30,Hobbs 2005,2,αCE varies per model; pessimistic CE (HG donors fail); POSYDON hybrid,non-conservative (Eddington-limited onto BH); 10x thermal rate for stellar accretor,specific AM of accreting star (Hurley 2002 AM of accretor prescription),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",F12 delayed,Fryer 2012 delayed http://adsabs.harvard.edu/abs/2012ApJ...749...91F,fit based on Marchant et al. (2019),"The stability of Roche-lobe overflow mass transfer is determined by the rate at which the Roche-lobe radius is changing as a result of mass-transfer d log(RL)/d log(m) to the response of the radius of a star as its mass is changing d log(R∗)/d log(m). We use the approximation of Eggleton (1983) for the Roche-lobe radius while we approximate the radial response of the star depending on its stellar type. We adopt the values assumed in Neijssel et al. (2019); Bavera et al. (2020). The stability of the mass transfer can then be determined by solving this equation with respect to the critical mass ratio, defined as qcrit = mdonor/maccretor. For MS stars we use d log(R∗)/d log(m) = 2.0 which correspond to qcrit ' 1.72 while for HG stars d log(R∗)/d log(m) = 6.5 which correspond to qcrit ' 3.83 (Ge et al. 2015). For stars on the GB and AGB we use fits from Hjellming & Webbink (1987). For stripped stars we adopt qcrit as in Claeys et al. (2014). Different choices of qcrit, especially for GB and AGB stars have an impact on the parameter space that leads to the formation of BBHs, hence on the merger rate, see Sec. 4.3 for a discussion of this uncertainty.",Hurley (2002) AM of accretor,TRUE,1,"Nanjing prescription: λ from polynomial fits to stellar structure (Xu & Li 2010a,b; Dominik et al. 2012), same as COMPAS. Binding energy E_bind = G M_env M / (λ R). λ varies with stellar type and evolutionary state."
