.1.1.1,0.7302371849,203.5685909,0.3935708756,97.97499734,0.05091234867,64.42542734,0.01847527912,42.68748409,0.6944031788,47.9292706,0.5892962171,215.1206334,0.1016208197,11.7625629,0.6336021377,80.33656801,0.6180559572,245.8463401,0.264688003,141.489463,0.6743117212,272.5954365,0.8640845086,432.4658595,0.7246202327,163.7784592,0.7370138394,237.0196341,0.7315308255,207.297249,0.6558529667,500.1033522,0.6654526437,829.6349353,0.8154742122,632.175996,0.7676823268,198.7314991,0.3643179337,77.70895353,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.2,0.7934826159,40.31610525,0.2718182019,17.39945329,0.04433490309,10.39661536,0.01251275243,5.445862883,0.6637684501,8.318194285,0.4859945511,32.33618277,0.03671059918,2.974844095,0.4354631919,10.5746347,0.7344406088,49.95417181,0.282368594,20.05980665,0.7335848405,51.83535374,0.9294391517,118.8354834,0.7858821045,35.60065739,0.7928629075,44.51969461,0.7943083113,41.07228595,0.6886094473,119.6025763,0.694168936,229.6579351,0.9000800477,184.7196203,0.8343960497,56.53396478,0.2360416377,7.919287778,,,,,,,,,,,,,,,,,,,,,,,,
.1.1.3,0.8476928596,73.82163192,0.3071393629,28.43969978,0.05171535248,15.2148203,0.01264921583,7.033815208,0.7183623226,14.30571244,0.5456865326,51.73997289,0.03500969325,4.991651652,0.5168056052,17.35919416,0.7982853135,79.69939177,0.3372648107,21.95800229,0.7876859077,94.15104238,0.9467507,215.8472919,0.8378410066,65.99713802,0.8422900928,80.57546768,0.8480915552,75.24055075,0.7392520333,222.8097289,0.7298363963,445.5072366,0.932880002,352.4266401,0.8799151933,101.1330362,0.2083587923,8.165580468,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.1,0.6919839849,189.8575983,0.393465808,98.0727557,0.04824879015,65.05448661,0.01783096873,45.6272501,0.6596942836,44.13873365,0.5600432937,199.6796103,0.08477650972,11.56829068,0.593085465,74.94418484,0.5395374478,241.3876649,0.2363038909,191.6032833,0.6446426337,249.8039947,0.8402036345,392.2403559,0.6837991533,152.1068077,0.7034684186,221.7411964,0.6938069626,193.1665069,0.6271930271,460.0198456,0.6357272474,758.469241,0.7913125067,573.4033836,0.7284770468,186.2429021,0.3819103682,88.58812826,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.2,0.720043997,58.14253363,0.2737467109,27.58100075,0.03816387866,18.86077924,0.01262358713,11.81638195,0.6316728158,12.70664362,0.5116297782,47.15395353,0.04224544599,4.309182604,0.4430826743,17.55091958,0.6255194745,80.73688124,0.23746473,54.33927723,0.6745253377,74.58424064,0.8907837944,148.1963104,0.7154962816,49.593,0.7245304751,65.6152134,0.7230429773,59.06717256,0.6359763655,159.2295868,0.6501216911,288.1186423,0.8444122441,223.6083783,0.7726148727,69.71861359,0.2773386604,20.00089161,,,,,,,,,,,,,,,,,,,,,,,,
.1.2.3,0.7701946109,87.17851731,0.288753647,37.93396694,0.04128729488,24.58833436,0.01283417421,14.37665542,0.67488162,18.53271637,0.5525835355,66.38350219,0.04381978855,6.022441357,0.5050753573,24.81798472,0.692049447,110.5713133,0.2678546965,54.18521047,0.7191871831,112.1631524,0.911438482,225.8659735,0.766,75.190,0.7688468088,97.64244775,0.7718378789,88.74500616,0.6804280573,245.1669107,0.6875165356,460.3194891,0.8787914938,355.6648341,0.8187178544,104.6753557,0.2655394598,22.44892665,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.1,0.6946343579,198.3570617,0.3974247113,102.255686,0.04916585941,67.82267636,0.01832321511,47.46872346,0.663874781,46.68473175,0.5682805183,213.8284417,0.09308904214,12.04819334,0.6069958096,80.71711079,0.5351528669,251.2982478,0.2351837828,203.2832843,0.6459977683,262.4535676,0.840369605,405.1930868,0.686,158.455,0.7059702542,232.0551353,0.6966615072,201.742619,0.6282839353,477.1582962,0.6355244917,778.1409606,0.7890897698,587.5731125,0.7290097451,192.5865154,0.3744665513,90.47328834,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.2,0.7061417068,58.69181244,0.2420978727,27.86868527,0.03491025595,19.85591987,0.01125850792,12.52073549,0.6134771158,12.73327117,0.5076303891,44.73478137,0.03790199581,4.554854271,0.4018558873,17.2712722,0.6074223422,84.93669772,0.235392179,61.14227153,0.6653067811,74.61126438,0.888574266,150.002479,0.7015853267,50.46542775,0.7107515866,65.93910901,0.7087252344,59.65515073,0.6233747849,161.5514378,0.6395833945,293.5840186,0.8379839238,226.762928,0.7629125863,71.02235031,0.2549940489,20.93679785,,,,,,,,,,,,,,,,,,,,,,,,
.1.3.3,0.7603838017,89.48378341,0.2648739472,38.97422726,0.03850060853,26.13634354,0.01156305683,15.48804226,0.6638055276,18.92964995,0.5504495541,64.94176807,0.04040196613,6.394109488,0.4754625098,24.98409598,0.6801639058,116.7386341,0.2660913386,60.27116371,0.7129996397,114.2736554,0.9088701411,230.528007,0.7552846461,77.64356426,0.7586299083,99.9348418,0.7615394431,91.14790178,0.6717099185,253.0538146,0.6815286808,477.0096001,0.874292796,367.0483241,0.8103621002,107.2610352,0.2509565476,24.08548957,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.1,0.6906085963,199.0068383,0.3684789992,101.4740559,0.04719907617,70.71246571,0.01613951232,47.50584746,0.6661708734,48.13720823,0.5826577075,220.4221047,0.09778826372,12.679161,0.5968486446,82.09614672,0.5752737904,262.2380424,0.2411022868,191.4588061,0.6397441804,266.1225831,0.846396564,409.105115,0.680149104,159.2136318,0.701347791,232.1693329,0.6922061853,202.4069511,0.6204027244,486.8849778,0.6362272543,799.3961829,0.7867096212,607.1471085,0.7315619841,193.1409293,0.3263046712,85.93620534,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.2,0.7146458463,51.45755125,0.2054808522,24.8151368,0.03307292323,17.76064303,0.01129291508,9.900705582,0.6042910011,11.60718558,0.495222251,38.86239543,0.03299991353,4.391103361,0.3169400398,14.32859927,0.67067067,79.12999176,0.2447137146,46.00287137,0.6614179918,66.9715311,0.9058879208,141.5964735,0.7065816255,44.72184416,0.7169462053,57.59791541,0.7144047906,52.49961723,0.6195171624,147.6945006,0.6415683891,269.2459041,0.8474367696,212.8240356,0.7787894216,66.95176124,0.1856436261,15.59656965,,,,,,,,,,,,,,,,,,,,,,,,
.2.1.3,0.8142513609,83.95198574,0.2571072704,34.82441906,0.04122509712,20.80272921,0.01168870088,9.728445558,0.6923329288,18.30812722,0.5608714111,60.79791029,0.03057625926,6.39098986,0.4390670141,19.91785177,0.7856016525,112.2208372,0.3311264034,33.85447776,0.7541640344,109.7063987,0.9380839927,240.0361447,0.8037397785,73.72549302,0.8105593255,93.17123101,0.814908425,85.52478602,0.7041679936,246.9355523,0.7071642548,473.5173371,0.9085861167,372.3329062,0.8540086673,108.5572746,0.1816656999,12.77935212,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.1,0.6572376843,183.8493042,0.3765211607,99.43780887,0.04574247836,68.35640184,0.0171841053,48.38979366,0.637545134,43.67646059,0.5535081189,204.5290607,0.08221446303,12.16160531,0.5705132486,75.21191277,0.4963466784,253.0076984,0.2141115645,251.3874747,0.6155377204,241.2005442,0.8239330701,367.5053769,0.6470791819,145.8140411,0.6735474869,214.8204301,0.661555203,186.1890395,0.5987412551,442.1436015,0.610157842,725.6610501,0.7701964565,543.7798481,0.6992011681,178.9421656,0.3492899389,92.24544965,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.2,0.6487958185,66.19345786,0.2270959711,33.40345848,0.03133139277,25.65972295,0.01120660375,16.64652231,0.586554422,14.89157324,0.504615612,51.59451139,0.03840106176,5.439620504,0.3681709312,20.43135748,0.5597778318,106.9415958,0.2059517248,100.3784534,0.6110699931,84.75239093,0.8661360975,158.9240325,0.647088696,55.67280464,0.6607362467,74.65525551,0.6566200528,66.71040361,5.80E-01,176.1275899,0.6023661197,310.1409513,0.8002180068,236.0331142,0.7214641881,75.53873202,0.2243126325,27.96799871,,,,,,,,,,,,,,,,,,,,,,,,
.2.2.3,0.7135838468,94.47323773,0.243884621,44.15730197,0.03425601769,32.06770656,0.01101696912,19.51775896,0.6338390388,21.21306335,0.547265803,71.97035195,0.04135977775,7.232437552,0.4309577019,27.83123413,0.6418036492,140.085648,0.2338426327,92.2590274,0.6680376206,121.9366687,0.892749396,234.4200935,7.10E-01,80.42551853,0.7165255758,106.4825775,0.7167339678,95.93883502,6.32E-01,259.7937419,0.6498734967,472.4447049,0.8406845548,361.2983999,0.7754310313,108.4710594,0.224069866,31.10373821,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.1,0.6606955244,191.3754036,0.3817097786,103.3451843,0.04675261878,70.89561046,0.01763617205,50.12606347,0.6421578147,46.07109188,0.5622296879,218.8005286,0.09059504211,12.62362938,0.5862054556,80.72920976,0.4925900695,261.6218528,0.2139733249,263.2115103,0.6177957624,252.429942,0.8241913229,378.3780992,6.49E-01,151.3385806,0.6767128633,224.0053315,0.6651500701,193.7581225,6.01E-01,457.4252372,0.6106752584,743.5303174,0.7688071349,557.0269729,0.7003708105,184.7280776,0.3430812296,93.96024435,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.2,0.6371193613,66.8380702,0.2007845598,33.82953666,0.02908623464,26.87388212,0.01007004114,17.46875417,0.5705120028,14.98373055,0.5003696454,49.13926531,0.03520603144,5.735688611,0.3297014296,20.3331951,0.5487095886,111.3827886,0.2079804798,106.8680028,0.6026955016,84.94400544,0.8637839158,160.758462,6.33E-01,56.84509465,0.6481942175,75.16199481,0.6430772457,67.54444427,0.5677940274,178.9387131,0.5921413358,316.1088093,0.7929749029,239.3665405,0.7112613145,76.92934001,0.2087144923,29.20250442,,,,,,,,,,,,,,,,,,,,,,,,
.2.3.3,0.7027021509,96.93365761,0.2207463931,45.87533838,0.03227396534,34.18502649,0.01043455749,20.92933568,0.6198535194,21.86374744,0.5436051505,70.64027451,0.03968218302,7.742133074,0.3974876663,28.50187581,0.6363555451,147.3157629,0.241274871,95.92113385,0.6602251929,124.2454903,0.8884336041,238.7797574,0.6959373434,83.20600993,0.7048266945,109.1095658,0.7043488426,98.64773457,0.6194827398,268.5064097,0.6413604181,488.7933883,0.8322659373,372.1763594,0.7625547534,111.1483834,0.2154148138,33.61433106,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.1,0.7193146091,137.8476897,0.3805627536,67.42518355,0.04908080569,45.20051547,0.01768310032,30.12779695,0.6842846955,32.71032277,0.5882533364,144.3367739,0.09768594603,8.212935818,0.6197967508,54.53165234,0.6114495769,171.8387419,0.2620704706,101.7927367,0.6655268119,184.3233122,0.8595481976,291.3253377,0.7130358924,110.8342877,0.7269935809,160.6587465,0.7207641388,140.3358431,0.6440386815,338.8258096,0.6557309322,559.1206191,0.8050863422,425.4571077,0.7569224648,134.1285395,0.3548495818,54.76541443,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.2,0.7924740954,29.23476145,0.262091785,12.63977014,0.04328088671,7.611290925,0.01203572875,3.954758705,0.6657665315,6.05802782,0.4967115998,22.67044825,0.03490576408,2.195745741,0.4179859994,7.422439052,0.7393257457,37.10287662,0.285956106,14.48879353,0.7321923765,37.68297937,0.930,86.64660419,0.78356819,25.85434113,0.7922104013,32.32316149,0.7934403361,29.778,0.6848647743,86.48529551,0.6910741558,164.8897941,0.8976004037,132.5681579,0.8342643499,40.84515525,0.2314332843,5.744311238,,,,,,,,,,,,,,,,,,,,,,,,
.3.1.3,0.8456311822,52.52364523,0.2975511347,20.28784527,0.05011399994,11.04704209,0.0122470654,5.095167973,0.7191463376,10.29388842,0.5551072253,36.20769257,0.03420315959,3.613560177,0.498876543,12.08366845,0.7989989207,58.40712469,0.3375524626,16.11922199,0.7853197004,67.2514261,0.946,153.565853,0.8343082457,46.95410911,0.8400763798,57.46480874,0.8460592401,53.53167334,0.7344790403,157.5445611,0.7269608291,311.7935633,0.9300520725,246.5673503,0.8774248661,71.14653626,0.2032374883,5.972192515,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.1,0.6812753036,128.1953477,0.3819655289,67.20746831,0.04667440406,45.30392972,0.01726522374,31.88656299,0.6497179056,30.00488783,0.5586092833,133.7731369,0.08140717602,8.074571027,0.5801255943,50.87059114,0.5314263468,167.6875844,0.2336858705,137.9336079,0.6359424906,168.4080316,0.835,263.0817418,0.6721675159,102.7031276,0.6937451223,149.7835708,0.6831887987,130.4030934,0.6157794319,310.8759184,0.6259656762,510.4171623,0.7818550723,384.7525175,0.7176393861,125.4735257,0.3712640656,61.6550434,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.2,0.7125550391,41.32841088,0.2598116275,19.84906568,0.03671233737,13.79326948,0.01206577763,8.635980902,0.6256434294,9.122486424,0.5166165567,32.6069853,0.04015712574,3.158959474,0.4216231918,12.34871614,0.625499858,59.34005575,0.2378952205,40.00857233,0.6681209782,53.04399332,0.8891277462,105.4054526,0.7068219331,35.29271676,0.7175122507,46.70487103,0.7153651925,41.99500834,0.6261995694,113.1403356,0.6420898432,203.1951986,0.8368140254,157.3762727,0.7659205095,49.34351146,0.2679331249,14.60468525,,,,,,,,,,,,,,,,,,,,,,,,
.3.2.3,0.7630918795,61.1610879,0.2758174894,26.95988907,0.03958940753,17.80343874,0.01228139997,10.43541421,0.669630647,13.19077819,0.5574380874,45.81287603,0.04200252549,4.346003273,0.4851319307,17.26709448,0.6909157207,80.52768235,0.2680256599,39.71162576,0.7131432142,78.82500965,0.909374269,158.2239316,0.7573117782,52.72587475,0.7620240681,68.67413978,0.7647654848,62.25679986,0.6710857742,171.440799,0.6805403996,318.8324534,0.8716654913,245.9333638,0.8114973591,72.75183453,0.2579571829,16.37212667,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.1,0.6837889372,133.7703941,0.3860838925,70.01565899,0.04756359602,47.1932202,0.0177262784,33.16890508,0.653633218,31.6852008,0.5666555948,143.1313518,0.08950753734,8.396380631,0.5944597555,54.71822678,0.5265640163,174.1826915,0.2325573233,146.0560096,0.63721712,176.674169,0.8354159314,271.3844972,0.6737803829,106.8681675,0.6961036703,156.5491761,0.6859445342,136.0179368,0.6168203285,322.1462034,0.6256593656,523.3362593,0.7795159927,394.0904961,0.7180210404,129.6677789,0.3642936416,63.01005257,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.2,0.6995548494,41.84310494,0.23042681,20.09912681,0.03378920292,14.51033441,0.01080813206,9.137063371,0.6088059902,9.173438189,0.513304036,31.05624966,0.03631776688,3.333654247,0.381647945,12.1952018,0.609210686,62.36377808,0.2360127313,44.69265354,0.6595071573,53.24208346,0.8870736314,106.9567449,0.6939609856,35.9988501,0.7046376093,47.08219635,0.7020400417,42.53424416,0.6144792019,115.062903,0.632250693,207.4509188,0.8307365121,159.9518821,0.7568485113,50.35487059,0.2475646829,15.27855122,,,,,,,,,,,,,,,,,,,,,,,,
.3.3.3,0.7535066282,62.74136955,0.253315986,27.68810486,0.03699040249,18.88620662,0.01110365104,11.21722946,0.6595688299,13.49659941,0.5558586656,44.92455179,0.03904576764,4.601128179,0.4565182606,17.40307881,0.6800407011,84.92398022,0.2662439359,43.94442299,0.7069905388,80.31498594,0.9067099263,161.2224518,0.7472345597,54.38211243,0.7520118108,70.27749862,0.7547556132,63.90016396,0.6624643159,176.7090754,0.674711874,329.6317042,0.8670374678,253.1632258,0.802975629,74.33529192,0.2447730445,17.51995553,,,,,,,,,,,,,,,,,,,,,,,,
